Label,z_mean,z_std,z_aad,z_min,z_max,z_maxmin_diff,z_median,z_mad,z_IQR,z_neg_count,z_pos_count,z_above_mean,z_peak_count,z_skewness,z_kurtosis,z_energy,avg_result_accl,sma,z_mean_fft,z_std_fft,z_aad_fft,z_min_fft,z_max_fft,z_maxmin_diff_fft,z_median_fft,z_mad_fft,z_IQR_fft,z_above_mean_fft,z_peak_count_fft,z_skewness_fft,z_kurtosis_fft,z_energy_fft,avg_result_accl_fft
1,11.04,1.148216007552586,0.2783999999999992,7,18,11,11.0,0.0,0.0,0,50,1,2,3.5683046038981274,27.07922518616272,61.6,32.864557450696594,21.480000000000004,7.738282391435818,2.7174053346608646,2.376421195580521,3.132112365380906,12.0,8.867887634619095,8.09361339629885,2.5477666818890077,4.6663163637053975,25,21,-0.2535276515764145,-1.2415630578222554,65.91999999999999,16.637729918395767
1,10.98,0.7345747068882784,0.1983999999999996,7,14,7,11.0,0.0,0.0,0,50,48,1,-1.7852117339665716,20.086643539595816,60.55,33.07610859284267,21.660000000000004,4.821109942165991,2.0706306214402876,1.7532066072133081,0.6180339887498951,8.283654936943536,7.6656209481936415,4.875315020006528,1.6493510657140558,2.9089865453248853,26,10,-0.20815140198247437,-0.8631772896144492,26.979999999999997,23.4760159495569
1,11.06,0.5063595560468865,0.19280000000000044,10,14,4,11.0,0.0,0.0,0,50,3,2,3.8021239782707217,20.972529759224688,61.29,33.1973340848833,21.810000000000002,3.4255502963979,1.1607057421713216,0.9250033743978237,1.0563080714358843,5.554542272932031,4.498234201496147,3.3633925202898483,0.8959701294646134,1.4321208057695864,24,11,-0.22762045369052455,-0.604784961562062,12.819999999999993,25.876852887469216
1,11.24,1.691862878604528,0.5008000000000002,10,23,13,11.0,0.0,0.0,0,50,2,2,6.707963669413848,43.69425290444901,64.60000000000001,33.26279494576715,21.850000000000005,12.042572670356046,1.0085929831821197,0.8323616074817385,10.0,13.924008110201358,3.924008110201358,11.908765649437633,0.6855995187139499,1.310430981407098,24,6,-0.033292843476841916,-0.790603570449794,143.11999999999998,29.520409503300954
1,11.26,1.682973558912914,0.49919999999999976,11,23,12,11.0,0.0,0.0,0,50,2,2,6.787107368459949,44.35927898772416,64.81,33.299486340419605,21.92,12.000859582979363,0.6996951845232521,0.6305652684849068,11.00859878315367,13.0,1.9914012168463309,12.10400646351048,0.7153355908391834,1.3586914842288174,25,15,-0.016690964565016116,-1.4894967758159958,141.61999999999998,28.072859778524965
0,11.08,0.5946427498927401,0.19360000000000008,10,15,5,11.0,0.0,0.0,0,50,2,2,5.681497906215009,35.10276202370961,61.56,32.87201939517568,21.580000000000005,4.133645478798315,0.9766224358168586,0.8407146900828547,2.6554314167663193,5.654148771487794,2.9987173547214745,3.999999999999999,0.7329275981774215,1.7561455509243138,22,16,0.09089626890132946,-1.2592874455269958,17.679999999999996,17.88085188425619
1,11.06,0.5800000000000001,0.1576000000000005,10,15,5,11.0,0.0,0.0,0,50,1,1,6.1463774652507235,39.81276748562449,61.33,33.08373802262977,21.580000000000002,4.084436787154087,0.6932830863830748,0.6211480552589425,3.0104953727724237,5.0,1.9895046272275763,4.183577913250153,0.6612271349431813,1.3285321500923102,25,1,-0.16163249278216996,-1.4512025189942652,16.819999999999993,21.15622459939411
1,10.98,0.13999999999999999,0.03919999999999959,10,11,1,11.0,0.0,0.0,0,50,49,0,-6.857142857142868,45.020408163265415,60.29,33.14652884396528,21.6,0.9999999999999997,2.9483579344234713e-15,1.6245508339923209e-15,0.9999999999999896,1.000000000000007,1.7541523789077473e-14,1.0,2.220446049250313e-16,5.551115123125783e-16,41,14,-1.2750144714747622,4.837353147247637,0.9799999999999993,21.17493836517072
1,11.04,0.344093010681705,0.11679999999999921,10,13,3,11.0,0.0,0.0,0,50,2,1,3.57697126242807,20.935719503287114,61.0,33.196052767941936,21.700000000000003,2.2737219695475255,0.9332763426378765,0.78937021166347,0.376082375094232,3.9783188475034765,3.6022364724092446,2.3398028290532364,0.6726743376899806,1.31381089591401,26,21,-0.08304966345034252,-0.8317084324896418,5.919999999999997,18.985704442908116
1,10.88,1.4510685717773641,0.3951999999999993,1,13,12,11.0,0.0,0.0,0,50,49,2,-6.231734976494197,40.089282249794486,60.24,33.134124938103895,21.550000000000004,10.238899483827483,1.610437452572679,1.3290453654349064,6.260700707663468,12.123477791613587,5.862777083950118,10.001064255180676,1.0109619897118076,2.40186794989231,24,22,-0.7168524848751667,-0.12494469544026154,105.28000000000003,20.43034431093326
1,10.7,1.5652475842498528,0.6440000000000006,1,12,11,11.0,0.0,0.0,0,50,47,2,-5.097452690864824,27.319250312369814,58.47,32.78413834592456,21.370000000000005,10.592607472075738,3.5772429247292212,2.9252796978743674,3.7650119373991795,17.856802377471407,14.091790440072227,11.000000000000004,2.4107618366469943,4.698018427126945,27,17,-0.016699647206231228,-0.521344107845628,122.50000000000003,30.03711717901633
1,10.9,0.7810249675906653,0.30799999999999966,7,13,6,11.0,0.0,0.0,0,50,47,3,-3.098072701327124,14.39559258263909,59.709999999999994,32.74850578326117,21.43,5.13419942443765,2.182302740156813,1.6990366340695968,0.6691633435707656,10.683264591208932,10.014101247638166,4.691350821879843,1.1067552472387527,2.2524458066919433,22,16,0.5270219815722127,0.29077868497323545,30.500000000000007,28.64383678830262
1,11.0,0.4472135954999579,0.12,9,13,4,11.0,0.0,0.0,0,50,2,2,0.0,13.999999999999996,60.6,32.71231630281373,21.270000000000003,2.8981404954842085,1.343452009223853,1.1136895065720491,2.2887833992611187e-16,4.797277099453005,4.797277099453005,3.302123893889478,0.7409089116890191,2.349780523361222,28,22,-0.5493704960242589,-0.8511386824769622,10.0,10.952288520782048
1,11.0,0.34641016151377546,0.08,9,12,3,11.0,0.0,0.0,0,50,2,2,-2.8867513459481287,22.0,60.56,32.82186737262216,21.35,2.310688520881013,0.8849675355969577,0.755284658316614,0.7467308468031006,4.0,3.253269153196899,2.223438432269009,0.7122103867742227,1.514281744466466,23,21,0.036977995977789155,-0.9327935549781632,6.0,9.647467632571702
0,11.14,0.6327716807822551,0.2632000000000005,11,15,4,11.0,0.0,0.0,0,50,3,1,5.087933921948648,26.257951838371397,62.25,33.26056238353524,21.730000000000004,4.217315030224608,1.6256768942237692,1.3312587171671049,0.9999999999999998,6.95497399150943,5.95497399150943,4.2555083713677355,1.207263619465318,1.9769292459095449,26,24,-0.12589986982197227,-0.7312764303454351,20.02,23.285877963731355
0,11.18,0.7399999999999999,0.33839999999999976,11,15,4,11.0,0.0,0.0,0,50,3,1,4.142064635855728,16.155247067887995,62.769999999999996,33.34968248352119,21.740000000000002,4.835665272643029,2.1342719791906304,1.7975275251143596,0.964943673227994,8.518032165485703,7.553088492257709,5.128257053318054,2.032382956011406,3.417229536328357,27,17,-0.029891545997497646,-0.9778287026103745,27.379999999999995,23.8716246419823
0,10.84,1.616910634512619,0.4672000000000001,0,14,14,11.0,0.0,0.0,0,49,48,2,-5.871662468986007,37.70062652717873,60.06,32.95575758164795,21.35,11.317316506509846,2.303497817129555,1.9490425004219523,7.057610817212964,15.766951908708123,8.709341091495158,11.179940423166746,1.784786848831537,3.4828807154102623,22,20,-0.07971598254228476,-0.9573004756549537,130.72000000000003,16.599191656646653
1,10.86,1.7321662737739698,0.5376000000000005,0,16,16,11.0,0.0,0.0,0,49,46,3,-4.401817245564346,29.46418669751734,60.47,33.01782833704019,21.380000000000003,11.788529531335197,3.756621373242076,3.2096736851354675,3.8687175291688556,18.015161521930285,14.14644399276143,11.953116879070807,2.849115488380054,5.418663954035166,27,19,-0.23550148320307565,-0.8786862044216206,150.02000000000004,18.77608465859068
1,11.04,0.8708616422830897,0.2751999999999992,8,16,8,11.0,0.0,0.0,0,50,3,3,2.8297305539922837,21.15577097687336,61.31999999999999,32.73543618244213,21.240000000000002,5.582007376843775,2.7450084145375713,2.2415036092680003,9.930136612989092e-16,10.072119001518097,10.072119001518095,5.819416860299097,2.4057637601203017,3.748560232976506,28,22,-0.19304579900965124,-0.8600882796194433,37.919999999999995,21.631254270001
1,10.94,1.2395160345876934,0.39520000000000055,4,15,11,11.0,0.0,0.0,0,50,48,3,-3.0367858494242097,19.621588851998396,60.61,32.7409126116089,21.270000000000003,8.059498198509559,3.6650025771153283,3.1645928890538495,1.634794925590779,15.0,13.365205074409221,7.438288109803525,3.4015057310663677,5.239309807878698,23,19,0.08372041704162547,-1.0089834381487424,76.82000000000001,24.344897998973515
1,10.76,1.9345283662949997,0.7312000000000003,0,15,15,11.0,0.0,0.0,0,49,47,4,-4.068031382002979,19.596010251290398,59.76,33.03585807215186,21.4,12.772734775209145,5.272193269633334,4.43454848913548,2.2887496183002565,22.0,19.71125038169974,13.255571478764042,4.503460257500874,8.455586668886815,27,13,-0.31437425420560244,-0.8543938420756474,187.12,19.36591282361464
1,10.9,1.7233687939614086,0.47199999999999975,0,16,16,11.0,0.0,0.0,0,49,48,3,-4.534224735600264,30.54742713328571,60.89,33.01011925067152,21.480000000000004,11.796264634329775,3.5183451965034074,3.078289962365345,4.74885775642841,16.94837068559919,12.19951292917078,12.290765684245285,2.917233660817823,6.545131728918067,26,12,-0.3559696632849761,-1.0490651697658653,148.5,18.991679327379774
1,11.14,0.938296328459192,0.3776000000000005,8,16,8,11.0,0.0,0.0,0,50,4,2,2.6238357853470364,15.65850845130284,62.489999999999995,33.5157685236923,22.080000000000002,6.074714890789313,2.8312905789694813,2.4048740846661536,1.6086370725468113,11.925402494667056,10.316765422120245,5.965198415392504,2.0116951806517163,4.388186170738962,24,16,0.3202158960691905,-0.8405955063980501,44.01999999999999,35.78957199329633
1,11.14,1.0394229168149025,0.3832000000000005,8,17,9,11.0,0.0,0.0,0,50,3,2,3.4581601686251306,20.02632809354825,62.59,33.60159154028326,22.090000000000003,6.847944094237767,2.868468347705083,2.4883927512328756,1.9766828812822064,11.921255285624026,9.94457240434182,6.118634986763875,2.0732604184580046,4.347642807214235,22,18,0.09875706698693947,-1.0631719940964985,54.019999999999996,35.791946997323556
0,11.2,1.131370849898476,0.45599999999999935,9,17,8,11.0,0.0,0.0,0,50,3,3,4.07691253527869,17.58593750000002,63.36,33.33061782539506,21.76,7.259879329518065,3.54968654529043,2.86973188958194,0.2353542179307008,13.194079501942197,12.958725284011496,7.5487410246213065,2.609823341228809,5.216268598757927,27,21,-0.3172381973990298,-0.7473068201004209,63.999999999999986,17.179473209451434
1,10.92,1.3687950905814936,0.3936,3,16,13,11.0,0.0,0.0,0,50,48,2,-2.8970981552603856,23.296454817205742,60.56,32.95870031278474,21.450000000000003,9.065708421717835,3.661252182940719,3.2357426359042525,2.744303321937248,14.0,11.255696678062751,10.01437991815702,3.1340197259533813,6.676745409395338,27,21,-0.26940470439180114,-1.2898513947551873,93.68,16.895123296906853
1,10.86,1.2330450113438678,0.38880000000000053,3,14,11,11.0,0.0,0.0,0,50,48,2,-4.91736363771379,30.96686391048592,59.730000000000004,32.78786762081368,21.260000000000005,8.44330975272907,2.506381653080543,2.0915644950266774,3.5581648546934117,13.0,9.441835145306587,9.042341069794926,2.167123957465808,4.038874582438513,27,21,-0.15581379554027638,-0.8188944290264955,76.02000000000001,14.063586730893203
1,10.9,1.5394804318340654,0.5079999999999997,1,14,13,11.0,0.0,0.0,0,50,47,4,-5.160379848416705,31.6074347059766,60.59,33.09934633538521,21.560000000000002,10.461301231636238,3.3881475599366806,2.7765185790314666,5.129627891353605,17.117450742208874,11.987822850855268,9.792859075183896,2.3421084974245154,4.4320879714640835,22,18,0.5142946818184057,-0.6476318711593989,118.49999999999999,23.7729807809278
1,10.72,1.918749592833833,0.7663999999999995,1,12,11,11.0,0.0,0.0,0,50,47,4,-4.440147203507696,18.727075751317237,59.3,32.85932682577871,21.42,12.699368715096087,5.153908122184202,4.732441252029369,4.308030809633111,22.0,17.69196919036689,14.361623223438853,3.9766599835587275,9.798589985491148,29,19,-0.10566635466561318,-1.4070467023241635,184.07999999999998,27.075725146527933
1,10.76,1.4499655168313483,0.5408000000000003,2,12,10,11.0,0.0,0.0,0,50,48,2,-5.088705491913223,25.989967543073206,58.94,32.63795959964027,21.270000000000003,9.706525250836815,3.6122947938002383,3.1373991599119604,3.9699577284039576,16.0,12.030042271596042,9.857738966094956,3.2510514319043295,6.569560705274217,25,21,-0.07583544778067781,-1.2430590517072848,105.11999999999999,21.86954271349117
1,10.96,1.0190191362285597,0.3167999999999992,6,15,9,11.0,0.0,0.0,0,50,48,2,-1.507658458121501,14.634447686496483,60.58,32.96275108312491,21.64,6.642373583661033,2.9763173573758563,2.3581866069452944,1.9229847569212684,13.112210263974468,11.1892255070532,6.616479211780957,1.663756648310775,2.920757321286964,24,18,0.28921981032980765,-0.513542044736341,51.920000000000016,21.911975840410214
1,11.1,0.7810249675906654,0.3039999999999997,8,15,7,11.0,0.0,0.0,0,50,4,4,1.5868177250699913,15.16957807041118,61.91,33.2865806423179,21.880000000000003,5.0605283138024255,2.3480847865432404,1.8774512853560896,1.0,9.753542055565434,8.753542055565434,4.981500346197761,1.438060419532087,2.5505514225678154,24,16,0.2951714168173034,-0.6581053894835804,30.5,20.64615744037173
1,10.9,1.4594519519326425,0.3959999999999997,1,13,12,11.0,0.0,0.0,0,50,49,4,-6.157047843238945,39.451034847583124,60.47,33.15238756494941,21.620000000000005,10.287478169415005,1.6856044321147354,1.3510763793571658,6.82677657253066,13.138796260315543,6.312019687784883,10.47879268298653,0.953589789150012,1.725509461253969,25,10,-0.21467127899311722,-0.545922437828338,106.50000000000003,19.883824978591964
1,10.84,1.4192955999368135,0.3936000000000001,1,12,11,11.0,0.0,0.0,0,50,49,2,-6.641762509109195,43.22619096437343,59.760000000000005,32.883929876760995,21.340000000000003,10.091927773865669,0.9635891298475707,0.7924969577588566,8.21204567091848,11.782480684879944,3.5704350139614647,10.0,0.7149612951079067,1.3574880304520551,24,10,0.022505923016515213,-0.7716093513505156,100.72000000000003,13.664968358274368
1,11.12,0.9303762679690406,0.3103999999999993,9,17,8,11.0,0.0,0.0,0,50,2,2,4.975150067815626,29.781277226741764,62.26,32.902819837691105,21.480000000000004,6.348917925364827,1.9632897094172437,1.594072854861249,2.560384899485857,10.0,7.439615100514143,6.355421002182498,1.4002924948100963,2.984079653207017,25,9,-0.10782622625840949,-0.7671876783004405,43.28000000000001,13.898130861980453
