Time,X,Y,Z,Tap,Double_Tap
2025-03-02T19:15:39.706824,15,245,113,0,0
2025-03-02T19:15:39.828509,18,244,112,1,0
2025-03-02T19:15:39.849829,16,245,112,0,0
2025-03-02T19:15:39.871610,15,245,113,0,0
2025-03-02T19:15:39.893791,16,244,113,0,0
2025-03-02T19:15:39.916682,15,245,111,0,0
2025-03-02T19:15:39.937779,15,245,111,0,0
2025-03-02T19:15:40.067676,16,244,112,0,0
2025-03-02T19:15:40.074966,16,244,112,0,0
2025-03-02T19:15:40.081548,16,244,112,0,0
2025-03-02T19:15:40.089278,16,244,113,0,0
2025-03-02T19:15:40.096575,17,243,112,0,0
2025-03-02T19:15:40.105317,16,245,113,0,0
2025-03-02T19:15:40.112284,16,244,113,0,0
2025-03-02T19:15:40.122496,16,243,112,0,0
2025-03-02T19:15:40.132245,16,245,111,0,0
2025-03-02T19:15:40.154531,16,244,113,0,0
2025-03-02T19:15:40.176147,16,244,114,0,0
2025-03-02T19:15:40.200057,16,244,112,0,0
2025-03-02T19:15:40.222524,16,245,114,0,0
2025-03-02T19:15:40.244231,17,244,114,0,0
2025-03-02T19:15:40.266636,14,245,112,0,0
2025-03-02T19:15:40.288449,17,244,110,0,0
2025-03-02T19:15:40.310303,17,244,112,0,0
2025-03-02T19:15:40.331588,16,244,112,0,0
2025-03-02T19:15:40.352686,17,245,112,0,0
2025-03-02T19:15:40.373907,16,243,113,0,0
2025-03-02T19:15:40.395995,16,244,113,0,0
2025-03-02T19:15:40.418639,17,244,112,0,0
2025-03-02T19:15:40.440360,17,245,113,0,0
2025-03-02T19:15:40.462656,17,243,112,0,0
2025-03-02T19:15:40.486098,15,246,113,0,0
2025-03-02T19:15:40.620692,16,244,112,0,0
2025-03-02T19:15:40.629575,16,245,112,0,0
2025-03-02T19:15:40.637478,17,245,111,0,0
2025-03-02T19:15:40.643984,16,243,113,0,0
2025-03-02T19:15:40.650840,17,243,112,0,0
2025-03-02T19:15:40.659318,16,244,113,0,0
2025-03-02T19:15:40.666075,15,244,114,0,0
2025-03-02T19:15:40.673119,17,244,110,0,0
2025-03-02T19:15:40.680821,16,244,112,0,0
2025-03-02T19:15:40.702753,15,245,113,0,0
2025-03-02T19:15:40.723933,16,245,113,0,0
2025-03-02T19:15:40.745622,16,245,111,0,0
2025-03-02T19:15:40.768162,15,244,111,0,0
2025-03-02T19:15:40.789623,16,244,113,0,0
2025-03-02T19:15:40.812860,15,245,113,0,0
2025-03-02T19:15:40.833682,16,245,113,0,0
2025-03-02T19:15:40.856908,18,245,113,0,0
2025-03-02T19:15:40.878768,17,244,113,0,0
2025-03-02T19:15:40.899714,16,245,112,0,0
2025-03-02T19:15:40.922687,17,245,113,0,0
2025-03-02T19:15:40.944938,16,244,113,0,0
2025-03-02T19:15:40.965352,16,245,113,0,0
2025-03-02T19:15:40.987564,17,245,111,0,0
2025-03-02T19:15:41.009448,16,245,111,0,0
2025-03-02T19:15:41.033295,16,245,111,0,0
2025-03-02T19:15:41.181644,16,246,112,0,0
2025-03-02T19:15:41.190093,17,244,110,0,0
2025-03-02T19:15:41.197330,21,207,99,0,0
2025-03-02T19:15:41.204702,9,249,124,0,0
2025-03-02T19:15:41.212151,2,238,108,0,0
2025-03-02T19:15:41.219022,35,248,108,0,0
2025-03-02T19:15:41.225618,26,243,117,0,0
2025-03-02T19:15:41.232635,-1,246,115,0,0
2025-03-02T19:15:41.239103,36,232,114,0,0
2025-03-02T19:15:41.248939,35,242,112,0,0
2025-03-02T19:15:41.269360,0,251,110,0,0
2025-03-02T19:15:41.291527,20,242,112,0,0
2025-03-02T19:15:41.313912,21,243,113,0,0
2025-03-02T19:15:41.335857,10,244,113,0,0
2025-03-02T19:15:41.357889,13,243,111,0,0
2025-03-02T19:15:41.379785,21,244,112,0,0
2025-03-02T19:15:41.401419,16,246,112,0,0
2025-03-02T19:15:41.423917,14,246,113,0,0
2025-03-02T19:15:41.445413,18,246,112,0,0
2025-03-02T19:15:41.467873,15,244,112,0,0
2025-03-02T19:15:41.489254,17,243,112,0,0
2025-03-02T19:15:41.511700,17,244,113,0,0
2025-03-02T19:15:41.534039,15,244,112,0,0
2025-03-02T19:15:41.556265,17,245,111,0,0
2025-03-02T19:15:41.577679,17,245,112,0,0
2025-03-02T19:15:41.721879,15,244,112,0,0
2025-03-02T19:15:41.730246,18,244,111,0,0
2025-03-02T19:15:41.737113,17,244,113,0,0
2025-03-02T19:15:41.743866,16,244,113,0,0
2025-03-02T19:15:41.752610,17,244,112,0,0
2025-03-02T19:15:41.761217,16,244,112,0,0
2025-03-02T19:15:41.767694,12,244,113,0,0
2025-03-02T19:15:41.775048,17,243,111,0,0
2025-03-02T19:15:41.781515,16,245,114,0,0
2025-03-02T19:15:41.795387,15,244,112,0,0
2025-03-02T19:15:41.817839,18,245,112,0,0
2025-03-02T19:15:41.839744,15,245,112,0,0
2025-03-02T19:15:41.863825,16,243,113,0,0
2025-03-02T19:15:41.883849,16,245,111,0,0
2025-03-02T19:15:41.905685,16,243,112,0,0
2025-03-02T19:15:41.927670,16,245,113,0,0
2025-03-02T19:15:41.949743,16,245,112,0,0
2025-03-02T19:15:41.971811,17,244,112,0,0
2025-03-02T19:15:41.993586,16,245,114,0,0
2025-03-02T19:15:42.016204,16,244,112,0,0
2025-03-02T19:15:42.037494,16,243,112,0,0
2025-03-02T19:15:42.059281,17,244,111,0,0
2025-03-02T19:15:42.081682,17,244,114,0,0
2025-03-02T19:15:42.103243,17,245,112,0,0
2025-03-02T19:15:42.125555,16,244,113,0,0
2025-03-02T19:15:42.268314,17,245,114,0,0
2025-03-02T19:15:42.277882,15,245,112,0,0
2025-03-02T19:15:42.284934,16,245,112,0,0
2025-03-02T19:15:42.292337,17,244,113,0,0
2025-03-02T19:15:42.299427,17,244,112,0,0
2025-03-02T19:15:42.305465,16,246,113,0,0
2025-03-02T19:15:42.311456,16,244,112,0,0
2025-03-02T19:15:42.320515,16,245,112,0,0
2025-03-02T19:15:42.327499,17,244,112,0,0
2025-03-02T19:15:42.341320,17,244,114,0,0
2025-03-02T19:15:42.364175,-53,228,72,0,0
2025-03-02T19:15:42.385483,35,262,128,0,0
2025-03-02T19:15:42.407101,-33,241,120,0,0
2025-03-02T19:15:42.429519,24,246,116,0,0
2025-03-02T19:15:42.451690,108,192,63,0,0
2025-03-02T19:15:42.475411,28,262,105,0,0
2025-03-02T19:15:42.495566,-23,249,118,0,0
2025-03-02T19:15:42.517770,-1,250,110,0,0
2025-03-02T19:15:42.540293,33,241,106,0,0
2025-03-02T19:15:42.561463,26,244,112,0,0
2025-03-02T19:15:42.583856,-2,249,112,0,0
2025-03-02T19:15:42.605610,16,242,113,0,0
2025-03-02T19:15:42.627604,25,244,112,0,0
2025-03-02T19:15:42.649732,10,242,110,0,0
2025-03-02T19:15:42.671748,12,244,114,0,0
2025-03-02T19:15:42.693773,21,245,114,0,0
2025-03-02T19:15:42.817387,16,246,113,0,0
2025-03-02T19:15:42.824562,14,243,113,0,0
2025-03-02T19:15:42.832713,17,244,112,0,0
2025-03-02T19:15:42.839875,16,244,113,0,0
2025-03-02T19:15:42.846229,16,244,113,0,0
2025-03-02T19:15:42.855042,17,245,113,0,0
2025-03-02T19:15:42.862791,16,244,113,0,0
2025-03-02T19:15:42.869873,16,244,112,0,0
2025-03-02T19:15:42.889929,16,245,113,0,0
2025-03-02T19:15:42.912862,16,244,112,0,0
2025-03-02T19:15:42.935166,17,245,112,0,0
2025-03-02T19:15:42.956685,16,244,113,0,0
2025-03-02T19:15:42.977077,18,244,111,0,0
2025-03-02T19:15:43.001405,17,244,112,0,0
2025-03-02T19:15:43.021556,17,243,112,0,0
2025-03-02T19:15:43.045158,15,244,113,0,0
2025-03-02T19:15:43.066976,16,244,114,0,0
2025-03-02T19:15:43.089834,17,245,112,0,0
2025-03-02T19:15:43.110435,17,243,113,0,0
2025-03-02T19:15:43.132298,15,244,114,0,0
2025-03-02T19:15:43.154739,16,244,114,0,0
2025-03-02T19:15:43.175587,17,244,115,0,0
2025-03-02T19:15:43.198101,16,244,113,0,0
2025-03-02T19:15:43.220921,117,287,133,0,0
2025-03-02T19:15:43.241422,-29,246,118,0,0
2025-03-02T19:15:43.372061,24,248,114,0,0
2025-03-02T19:15:43.378246,69,288,100,0,0
2025-03-02T19:15:43.385129,38,280,108,0,0
2025-03-02T19:15:43.392812,-22,248,122,0,0
2025-03-02T19:15:43.399915,-8,258,112,0,0
2025-03-02T19:15:43.406669,32,235,110,0,0
2025-03-02T19:15:43.415235,30,246,112,0,0
2025-03-02T19:15:43.421465,-3,249,111,0,0
2025-03-02T19:15:43.436562,17,236,112,0,0
2025-03-02T19:15:43.458386,29,249,112,0,0
2025-03-02T19:15:43.480248,8,242,111,0,0
2025-03-02T19:15:43.502485,12,243,112,0,0
2025-03-02T19:15:43.524327,21,245,114,0,0
2025-03-02T19:15:43.547032,18,243,111,0,0
2025-03-02T19:15:43.569563,13,243,111,0,0
2025-03-02T19:15:43.592675,18,243,113,0,0
2025-03-02T19:15:43.612434,15,244,114,0,0
2025-03-02T19:15:43.634923,15,245,115,0,0
2025-03-02T19:15:43.656538,17,244,112,0,0
2025-03-02T19:15:43.679247,16,244,113,0,0
2025-03-02T19:15:43.701180,16,244,112,0,0
2025-03-02T19:15:43.722602,18,245,112,0,0
2025-03-02T19:15:43.744657,16,244,112,0,0
2025-03-02T19:15:43.766908,17,245,114,0,0
2025-03-02T19:15:43.788725,15,245,113,0,0
2025-03-02T19:15:43.930272,15,244,113,0,0
2025-03-02T19:15:43.938678,17,244,113,0,0
2025-03-02T19:15:43.945680,15,245,113,0,0
2025-03-02T19:15:43.952827,16,243,113,0,0
2025-03-02T19:15:43.961746,17,243,113,0,0
2025-03-02T19:15:43.968869,16,244,113,0,0
2025-03-02T19:15:43.976010,16,245,113,0,0
2025-03-02T19:15:43.984221,16,244,112,0,0
2025-03-02T19:15:43.992053,16,244,113,0,0
2025-03-02T19:15:44.004694,16,244,111,0,0
2025-03-02T19:15:44.026633,15,245,113,0,0
2025-03-02T19:15:44.048784,16,244,112,0,0
2025-03-02T19:15:44.070473,16,245,111,0,0
2025-03-02T19:15:44.092738,16,245,113,0,0
2025-03-02T19:15:44.116729,-53,244,121,0,0
2025-03-02T19:15:44.137067,54,247,105,0,0
2025-03-02T19:15:44.159020,55,242,106,0,0
2025-03-02T19:15:44.180760,3,247,119,0,0
2025-03-02T19:15:44.202506,-21,243,115,0,0
2025-03-02T19:15:44.225010,29,249,115,0,0
2025-03-02T19:15:44.247779,34,248,111,0,0
2025-03-02T19:15:44.269818,-1,246,112,0,0
2025-03-02T19:15:44.291711,7,245,113,0,0
2025-03-02T19:15:44.313207,23,244,110,0,0
2025-03-02T19:15:44.335069,18,244,114,0,0
2025-03-02T19:15:44.472815,8,245,113,0,0
2025-03-02T19:15:44.479093,16,244,112,0,0
2025-03-02T19:15:44.485849,17,245,112,0,0
2025-03-02T19:15:44.523695,13,243,114,1,0
2025-03-02T19:15:44.543096,16,245,113,0,0
2025-03-02T19:15:44.565238,18,244,112,0,0
2025-03-02T19:15:44.587335,15,244,113,0,0
2025-03-02T19:15:44.609222,16,243,112,0,0
2025-03-02T19:15:44.632634,17,245,111,0,0
2025-03-02T19:15:44.653479,15,245,113,0,0
2025-03-02T19:15:44.675303,16,244,114,0,0
2025-03-02T19:15:44.697490,16,244,113,0,0
2025-03-02T19:15:44.719910,17,244,113,0,0
2025-03-02T19:15:44.741670,16,243,111,0,0
2025-03-02T19:15:44.763716,15,245,114,0,0
2025-03-02T19:15:44.785712,15,244,112,0,0
2025-03-02T19:15:44.807483,16,245,112,0,0
2025-03-02T19:15:44.831540,16,244,113,0,0
2025-03-02T19:15:44.851852,17,244,114,0,0
2025-03-02T19:15:44.873220,16,244,112,0,0
2025-03-02T19:15:44.895510,15,245,113,0,0
2025-03-02T19:15:45.024550,16,245,113,0,0
2025-03-02T19:15:45.038876,16,245,112,0,0
2025-03-02T19:15:45.046393,16,243,113,0,0
2025-03-02T19:15:45.053394,16,244,113,0,0
2025-03-02T19:15:45.060060,16,245,110,0,0
2025-03-02T19:15:45.067855,16,245,113,0,0
2025-03-02T19:15:45.074879,17,244,111,0,0
2025-03-02T19:15:45.088479,16,244,113,0,0
2025-03-02T19:15:45.099830,16,245,112,0,0
2025-03-02T19:15:45.110614,15,244,113,0,0
2025-03-02T19:15:45.139818,17,244,113,0,0
2025-03-02T19:15:45.154555,17,244,112,0,0
2025-03-02T19:15:45.176306,16,244,112,0,0
2025-03-02T19:15:45.198491,16,244,113,0,0
2025-03-02T19:15:45.220749,17,245,113,0,0
2025-03-02T19:15:45.242751,16,246,113,0,0
2025-03-02T19:15:45.264669,16,244,112,0,0
2025-03-02T19:15:45.286920,16,244,112,0,0
2025-03-02T19:15:45.308802,16,243,112,0,0
2025-03-02T19:15:45.331574,16,244,113,0,0
2025-03-02T19:15:45.353080,16,244,112,0,0
2025-03-02T19:15:45.374611,17,244,113,0,0
2025-03-02T19:15:45.396519,15,245,112,0,0
2025-03-02T19:15:45.418766,-58,226,95,0,0
2025-03-02T19:15:45.441964,-16,247,123,0,0
2025-03-02T19:15:45.577225,45,251,105,0,0
2025-03-02T19:15:45.584472,38,245,108,0,0
2025-03-02T19:15:45.592475,2,229,115,0,0
2025-03-02T19:15:45.599651,-4,247,115,0,0
2025-03-02T19:15:45.606717,36,251,117,0,0
2025-03-02T19:15:45.613543,28,245,109,0,0
2025-03-02T19:15:45.620636,2,246,113,0,0
2025-03-02T19:15:45.627707,8,244,110,0,0
2025-03-02T19:15:45.636713,25,247,112,0,0
2025-03-02T19:15:45.657477,16,244,114,0,0
2025-03-02T19:15:45.679333,13,243,113,0,0
2025-03-02T19:15:45.701705,20,246,114,0,0
2025-03-02T19:15:45.723687,17,244,112,0,0
2025-03-02T19:15:45.845019,15,245,114,1,0
2025-03-02T19:15:45.866850,16,244,114,0,0
2025-03-02T19:15:45.888621,17,245,113,0,0
2025-03-02T19:15:45.910862,16,244,114,0,0
2025-03-02T19:15:45.932849,17,243,112,0,0
2025-03-02T19:15:45.954729,16,244,112,0,0
2025-03-02T19:15:45.977784,16,244,113,0,0
2025-03-02T19:15:45.999434,17,244,113,0,0
2025-03-02T19:15:46.121374,17,244,113,0,0
2025-03-02T19:15:46.128435,16,244,111,0,0
2025-03-02T19:15:46.134982,16,244,113,0,0
2025-03-02T19:15:46.141305,17,244,112,0,0
2025-03-02T19:15:46.149332,15,245,112,0,0
2025-03-02T19:15:46.157036,17,244,112,0,0
2025-03-02T19:15:46.165280,17,244,114,0,0
2025-03-02T19:15:46.173128,17,244,114,0,0
2025-03-02T19:15:46.193732,16,244,112,0,0
