Label,z_mean,z_std,z_aad,z_min,z_max,z_maxmin_diff,z_median,z_mad,z_IQR,z_neg_count,z_pos_count,z_above_mean,z_peak_count,z_skewness,z_kurtosis,z_energy,avg_result_accl,sma,z_mean_fft,z_std_fft,z_aad_fft,z_min_fft,z_max_fft,z_maxmin_diff_fft,z_median_fft,z_mad_fft,z_IQR_fft,z_above_mean_fft,z_peak_count_fft,z_skewness_fft,z_kurtosis_fft,z_energy_fft,avg_result_accl_fft
0,103.96,0.8708616422830895,0.692800000000002,102,106,4,104.0,1.0,2.0,0,100,66,27,0.07732775091043326,-0.8425733055600024,10808.439999999999,268.8546089230954,366.06,7.668041737160933,4.128091074232507,3.275903025674158,0.0,20.931897133972168,20.931897133972168,7.3351154535300065,2.5190173236744373,4.8816112274807795,24,16,0.5817389951101793,0.7634782146885346,75.84000000000016,12.140002521659621
1,104.63,4.486992311114428,1.4789999999999985,100,143,43,104.0,1.0,2.0,0,100,35,27,7.161937292561885,54.74045910361914,10967.57,269.9471658825025,368.17999999999995,42.178604716727726,15.361162200498816,12.741870880430719,4.796187300795858,65.7571419821841,60.96095468138824,44.29045917083934,11.41712832538753,24.099377685717926,29,15,-0.49380697026162895,-0.7082787649038087,2014.9999999999998,103.50052256563387
1,104.76,4.467930169552789,1.4472000000000014,100,143,43,104.0,1.0,1.0,0,100,39,27,7.171682732271008,54.89051010658171,10994.619999999999,269.9606460575774,368.27,41.94323660776987,15.400159183093962,13.1495314610325,4.0000000000000036,66.44441756210944,62.444417562109436,45.58786900549427,10.19236936503486,23.60360318968774,30,15,-0.5294851015474673,-0.6793439791053704,1996.3999999999996,103.41514358431483
1,104.95,4.439313009914935,1.365,100,143,43,104.0,1.0,1.0,0,100,45,25,7.19033430256046,55.154036028856574,11034.21,269.89728665080605,368.33000000000004,41.80347464683612,14.996983278357327,12.652004462863864,12.59619731227763,67.11271519562814,54.51651788335051,44.739198868273064,11.673557534221608,22.8980053861421,28,15,-0.37383561403562354,-0.9420503925261361,1972.4399999999994,103.39734160160786
1,105.11,4.417906744149314,1.3914,100,143,43,104.5,0.5,1.0,0,100,13,26,7.194482960824147,55.23631192614773,11067.630000000001,269.93125422230816,368.45000000000005,41.81555330923884,14.357559034954571,12.269001378934172,9.514086643983186,64.40911551532137,54.89502887133819,45.3920824943695,10.54229242877194,24.278932120744933,31,15,-0.4680623541499125,-0.862929756016309,1954.6800000000003,103.32226523886682
0,104.74,1.3462540622037134,0.8208000000000004,103,115,12,105.0,1.0,1.0,0,100,54,24,4.414534803245504,31.225107246915947,10972.279999999999,269.0139625592372,366.96999999999997,12.158479038645792,5.7940821073584186,4.708008404984269,0.3904063218021352,28.069367136385978,27.678960814583842,11.496949500998117,3.9628009194187075,8.39431039575572,23,16,0.22624676415382264,-0.0982993255706659,181.40000000000003,43.084134210368504
0,104.62,1.3840520221436763,0.8724000000000001,103,115,12,104.0,1.0,1.0,0,100,49,21,4.208764704854104,29.162386866505685,10947.26,268.92152007729715,366.8,12.373522921195574,6.252673869525573,4.928158634908045,1.4978038919687866,33.851377955946866,32.35357406397808,11.232204987286135,4.126259058787005,7.940932134536295,21,17,0.9537577325176816,1.0515235762426354,192.20000000000016,43.24177541098552
0,104.59,1.4077997016621364,0.9172000000000002,103,115,12,104.0,1.0,1.0,0,100,46,24,4.020137170004053,27.37686256392077,10941.05,268.9527430801587,366.76,12.550530600989726,6.440821503008825,5.165397395332978,0.27937571235216674,32.723138514270154,32.443762801917984,11.260024439284706,4.149011027504766,8.608381223325301,21,17,0.7428552685928511,0.534645132566137,199.00000000000043,43.3087166222614
1,105.12,8.396761280398533,2.074400000000003,75,182,107,105.0,1.0,1.0,0,100,19,24,7.22723169533185,68.95173235986964,11120.720000000001,269.21586882024144,367.85999999999996,81.36196940835683,22.390844870026843,18.932257538652028,30.100379856072955,113.80891504229858,83.70853518622562,84.5325610428882,16.02483629675502,33.232491378864424,27,14,-0.5204652268970208,-0.7897141589389132,7121.120000000001,134.04543199976453
1,105.05,8.333516664650045,1.8829999999999985,75,182,107,105.0,1.0,1.0,0,100,17,25,7.401767109997099,71.38940787732093,11104.95,269.0148929090531,367.4,81.07112581227778,21.331492201199342,18.500355994497916,38.972730576057614,111.01472892323686,72.04199834717924,86.92688171668443,15.574303371392887,41.8762943118978,29,15,-0.44021932527116425,-1.1065628353712123,7027.5599999999995,128.72088057974534
